id,recipe_id,user_id,rating,description,has_photos
e7f94a53-ea8a-475a-9680-477b5115bc29,e37edf57-08ba-42fc-bc81-1e21fec201ab,2cba46e9-a2c0-4254-97b6-b1cfb17b7fda,4.7,"Family loved it, great flavors.",TRUE
2a8f5db9-33d9-4283-ad6e-41b6eeac8e99,7c101f53-790a-4537-b66b-8ac9097c70cc,b84905ed-d855-4a2c-aab8-f2e76018d9ac,4.3,"A bit bland, added extra spices.",TRUE
f38e4f79-6e53-4262-a26f-bbf0f56dfaa0,42827e1d-da01-477b-8537-53074e16ca40,f49f31a4-a7b0-4936-85bd-db90dc9443a9,2.7,"Good, but needs more seasoning.",FALSE
90a94f26-e6b7-48d5-8515-861fa93f7d7c,76ef05e5-46e1-434f-b5b0-3de39d5bb249,b431e1fd-5549-401d-9976-931d3a3d9501,4.9,"Nice presentation, tasted great.",FALSE
d747ac20-4619-49cb-9fc6-2241323586ad,b2d20cd9-e2a3-405f-a7e6-6b57d07e1d4b,a929494c-86aa-4582-a468-56aad030aab2,2.9,Would recommend to friends.,TRUE
9f6d5c6d-463e-40e0-8cba-8177aca3b8f8,42827e1d-da01-477b-8537-53074e16ca40,4a1ccc3b-f5c0-4953-8284-459a4db4874d,3.2,Will definitely cook this again.,FALSE
5114bfc7-264b-4aba-8b43-95ec59ac7cdd,2264191d-1707-46d0-9cef-d72b0a05cb57,f49f31a4-a7b0-4936-85bd-db90dc9443a9,4.4,Simple and satisfying.,FALSE
97e20773-9b64-40cc-a35f-19f15f4e172f,6838126d-0e83-4378-8c28-ae8249ecec6f,cd153e2d-2e85-4fb5-a1d6-5e32a2a55175,3.2,Easy to make and very tasty.,TRUE
0180dfd0-db86-4ae7-be88-2564074a9e6d,3a0fd3f0-63b3-4f00-8cc7-383f8c922784,d8034e6a-0e29-4105-a9b7-60be28d8471c,2.8,"Delicious, will make again!",FALSE
dd55ab30-ac43-4b7e-b43b-3bb85d0697ab,bfb1a350-e49f-4b55-981b-08fab2fd9d07,1e0447f6-2e6c-4573-a904-5c4325df9408,3,Will definitely cook this again.,TRUE
05210716-5bb5-4625-85e3-afeabe9d254f,9a9ebfe5-84c1-4ff6-baf4-735c54ca9614,22ca4376-ad88-41e9-bc20-f44f270765f8,4.9,Simple and satisfying.,TRUE
6439825d-a9ab-4031-b48b-1bf4b32effe2,387cabec-3b60-455a-9e31-e13874280a59,df6d8804-120f-4645-8251-ea67c4706fc3,4.3,"Good, but needs more seasoning.",FALSE
c0d668b0-d274-447b-a9c9-da289d600572,565f29db-8f4b-4345-a330-2bcf9df6139f,6dea04ef-eec2-44aa-a595-919f9af3e6fb,3.9,"Delicious, will make again!",FALSE
fe3d6859-c280-468b-814b-a8eaf986e092,fa638a11-b94b-4c11-a032-63c2314ab0c1,b431e1fd-5549-401d-9976-931d3a3d9501,3.4,"Family loved it, great flavors.",TRUE
382bc2fe-abec-4203-81a8-66a3075071ec,35e54486-8e65-46f5-9e7d-c48ad7c97193,3a5239be-a771-4678-b252-462fa7562479,4.6,"Nice presentation, tasted great.",TRUE
6db53976-b205-4d2f-80d8-4cc23117d617,d709f605-b230-4497-ab86-c93f1a22e4ed,a45879da-d564-4ec6-b4cf-3c4ab5393c74,4.1,Too salty for my taste.,TRUE
4c26d4f1-91d0-4203-9c5e-64ee404cf4f4,9434de83-4f06-443b-a159-307851837913,22ca4376-ad88-41e9-bc20-f44f270765f8,2.6,"Nice presentation, tasted great.",FALSE
a7f1d78f-2b0c-441e-acdd-94ab6dfa78f1,17c8b7db-486f-46e9-b140-0c002c1280bf,f80684cf-5e0e-4e54-a5c3-252aac7dab99,3.9,Would recommend to friends.,FALSE
5dc709d1-9e94-474d-a356-dc10d36599ee,20bf2fa7-82b1-4df0-85fa-37c0f81be40a,0f993b81-020b-4762-a772-623ddb4f16ca,4.6,"Delicious, will make again!",FALSE
69c649df-106a-4a4b-8b25-b955d8ac0f28,ec1d2534-2dfd-4ddc-ab7d-1673b2bea6cd,480779f0-5692-4c60-918f-b1ec322a67dd,4.3,The texture was a little off.,TRUE
99100384-2492-439e-804c-82e24271ac76,20bf2fa7-82b1-4df0-85fa-37c0f81be40a,7e7a94ab-f344-45ce-999e-7b3f4f188183,3.9,Could use more vegetables.,TRUE
b1a602bf-e5dc-4b8d-9cb3-cb5d56470b45,795a767e-ee3d-4a61-ab18-66cd406fdcd7,dce5364e-b3e3-446d-81ce-cfa537871a04,5,"Family loved it, great flavors.",FALSE
5db1286a-87ec-4594-bd63-dcfd31310a56,4d202907-97b4-4c71-a081-6ffeca051e0c,3a5239be-a771-4678-b252-462fa7562479,3.4,"Delicious, will make again!",FALSE
658d9a4b-351e-462f-b4bb-e728c85af934,dd60017d-ae3e-42a0-aca2-a26caa0665e8,2106fdc5-09b6-45e0-9193-627563a2a0ae,2.7,"A bit bland, added extra spices.",TRUE
e48e8fac-f332-43d3-9f59-22a0ec45bcaf,2cb699a0-8278-40a8-8659-bf68fbb00d2b,e92bddb8-9b20-40bf-8fc3-811659707d7b,4.5,"Not my favorite, but okay.",FALSE
0f941f65-0ed7-4a8e-941b-de7746c651af,32d2ffd7-dbfd-4452-8f64-9ca02a33d51c,0f993b81-020b-4762-a772-623ddb4f16ca,3.7,"Nice presentation, tasted great.",FALSE
b778e3a9-64a1-4a6d-a5d3-1539be0da211,8b85df92-0f67-46b5-b438-d5afdb0e721b,21688c8c-c55e-4693-a02a-6177e855c447,4.9,Great balance of flavors.,FALSE
80ca6524-5917-4f2a-ab09-1919a23bd4e8,f0372169-f982-4448-907f-741894d5b5bf,1b2bd97a-ebca-4329-a35a-fd5705ad8c0b,4,"Delicious, will make again!",TRUE
bf49b404-22d4-4502-9930-e4c1f6aa4060,4928b3b5-5b2c-43be-adfa-093b2841bce5,df6d8804-120f-4645-8251-ea67c4706fc3,2.7,Absolutely amazing!,TRUE
dd358581-a9b6-46a6-b081-52986dcdc6b5,4f42e69f-fd02-4cfb-8e0b-4671b43c88ce,85b5474a-57d4-4362-baef-8bf4b493de8f,3.4,Would recommend to friends.,TRUE
1b9d7674-4c59-4105-91bd-c5e963f261b7,ffa0bcfc-3669-45da-b766-678c4ba68bcb,a929494c-86aa-4582-a468-56aad030aab2,2.8,The texture was a little off.,FALSE
9ba5bf94-0e54-4cb2-8f64-6fc489c2a7c6,2a5ee383-abb4-4dd2-8efa-7f5df439f8a1,41c10e28-d5a9-4926-ad84-c90ca1a6bc8c,3.1,"Good, but needs more seasoning.",FALSE
56acbc06-a5b4-45b2-92d2-d2ff880df21f,ad3003b5-3e11-4579-aa3a-9f8c881c0073,41c10e28-d5a9-4926-ad84-c90ca1a6bc8c,3.4,My kids loved it!,TRUE
270a4309-23c2-47bd-a202-16914063fb53,d2434745-68e1-436f-b086-fe4057d85d98,a0cf0f43-62ab-4c26-8265-dbbbd4720457,3,Too salty for my taste.,FALSE
c7bedb7b-b95f-4a83-951c-8612035e86f4,f8ea64ba-e486-4d73-a1ec-ab670fbfadac,5dc572d1-0cf6-49bc-82db-cca1cec41bdc,4,Simple and satisfying.,FALSE
1cdd3e15-bf8a-41a8-8c30-16b83af453d4,091c8a5d-7327-48ad-ae9d-6ab2f2b1228f,fd061d74-30ef-4827-8ca7-0591587b6121,4.4,My kids loved it!,TRUE
b0f7f3fb-a512-4333-ae8b-18a872584563,c7e66d5a-99a8-40ed-9d5d-cc6af5d44911,ca436e6f-f767-4f62-8bce-157daaf0c63f,4.6,Great balance of flavors.,TRUE
6e0b3f52-e6dd-4a93-8656-1308a3debcb2,795a767e-ee3d-4a61-ab18-66cd406fdcd7,0635c0f9-a180-476d-b81a-d65da19c78f3,3.9,Great balance of flavors.,TRUE
f9ab3b14-2d45-479f-a86f-18ba331bf790,20bf2fa7-82b1-4df0-85fa-37c0f81be40a,dc653cd9-2705-4a62-8fbf-ba472ac0b46c,3.8,"Nice presentation, tasted great.",TRUE
07971278-0b2b-496a-a95e-e789b3364b71,2c0dabe6-e629-45f1-b8bc-3b866e8c86c2,b9892311-8eb8-4a7d-aa9e-dc2ee8c98140,3.8,Will definitely cook this again.,TRUE
4f7aa35e-05f7-4556-b126-0686b59459d4,c6131461-403e-46f3-a89e-cd0051e0a7b4,e4d8c7fb-aa64-4add-baad-53edc016a012,3.1,Would recommend to friends.,FALSE
bd51ab3c-f456-4ac9-8574-9c0de7bbc56a,f0372169-f982-4448-907f-741894d5b5bf,85b5474a-57d4-4362-baef-8bf4b493de8f,2.6,Perfect for a quick dinner.,TRUE
bf646f31-c5d7-4a3a-bba6-f488f0e4cb55,4f42e69f-fd02-4cfb-8e0b-4671b43c88ce,24e6327b-5650-473d-9ec7-3ec0316cda54,4.8,Easy to make and very tasty.,TRUE
36f7c9c3-8c0c-4184-8e26-6105cf682a36,f8ea64ba-e486-4d73-a1ec-ab670fbfadac,41c10e28-d5a9-4926-ad84-c90ca1a6bc8c,3.8,"Good, but needs more seasoning.",FALSE
e2c8f57f-8516-42f4-9b91-e12287042dd8,ab46b1f5-a822-45b0-bdb2-11ccdcf98abf,dce5364e-b3e3-446d-81ce-cfa537871a04,4.8,"Nice presentation, tasted great.",TRUE
1aba08ea-2755-47b8-88ac-c76a1d1f817c,9434de83-4f06-443b-a159-307851837913,a929494c-86aa-4582-a468-56aad030aab2,3.8,"Nice presentation, tasted great.",FALSE
ffc80fcd-a717-41f0-bd49-bab3f1e82b2d,b5993aad-685b-44e3-81da-6b78579de076,1e0447f6-2e6c-4573-a904-5c4325df9408,4.1,My kids loved it!,TRUE
31cf2db2-9194-43ac-b4ad-7a16baeff4d6,4f42e69f-fd02-4cfb-8e0b-4671b43c88ce,41c10e28-d5a9-4926-ad84-c90ca1a6bc8c,4.4,Would recommend to friends.,FALSE
849f9401-98ee-49b9-8023-78eda9dc99c5,03ed6792-a6e5-4bcc-a251-2502babe234b,5bca54c5-d852-4f6f-94f4-8579c81735c2,4.7,A bit too spicy for me.,TRUE
d5232d58-049c-457a-943a-4e373b922094,9434de83-4f06-443b-a159-307851837913,19bd7164-52a7-42d5-94ff-6431dd51e32d,4.9,"Nice presentation, tasted great.",TRUE
dc29048d-2717-4fed-a584-58e39aaa015b,d9cd13c6-77bd-4930-9a08-ba933ee627de,cdcbddb3-3152-495b-acd1-1c31697152eb,4.6,Turned out perfect!,TRUE
40a043b0-8bfe-4d53-8946-3256e971b6fe,9a261637-fd3e-4ec7-a8de-5e5d1ffda6a4,0635c0f9-a180-476d-b81a-d65da19c78f3,2.9,Will definitely cook this again.,TRUE
6527cb73-753f-4133-a022-ad9478fd43b5,c6131461-403e-46f3-a89e-cd0051e0a7b4,21688c8c-c55e-4693-a02a-6177e855c447,3.4,I was impressed with the result.,FALSE
7a6b7ae6-27d5-4eca-84b0-934bb9458f2f,17c8b7db-486f-46e9-b140-0c002c1280bf,9f564c7e-a66a-4d60-93ff-566634c0d9eb,4.9,Will definitely cook this again.,FALSE
65a9817e-6021-4bbe-975a-b45c530c0c38,6baad9a1-0ef6-40d1-b0f1-1028340cd0c2,1b2bd97a-ebca-4329-a35a-fd5705ad8c0b,2.8,The texture was a little off.,FALSE
0e2bc614-5586-4044-8d43-bc4138f8c086,813383a0-7fc6-4a65-80a3-2378be9dd5b9,e2e5d28e-11b6-4d84-9a17-8cffd5e10fd6,4.2,Perfect for a quick dinner.,TRUE
fb525dcd-6b04-4c17-891d-84991df1fe2f,89e19559-78d9-497c-a128-dc257dfe3353,a0cf0f43-62ab-4c26-8265-dbbbd4720457,3.7,Absolutely amazing!,TRUE
db7a91ae-4e61-49b1-bace-cd4cc1f5af0e,88f93761-84ce-4b03-bed5-daf0158a872e,e2e5d28e-11b6-4d84-9a17-8cffd5e10fd6,3.4,Would recommend to friends.,TRUE
994492b4-d726-45a0-9a20-8b28129f39e6,ffa0bcfc-3669-45da-b766-678c4ba68bcb,1005f846-b91d-42bf-9504-5dbfb0035785,4,I was impressed with the result.,FALSE
0dfc31c8-5639-489a-a250-4b3e77a15937,ab46b1f5-a822-45b0-bdb2-11ccdcf98abf,21688c8c-c55e-4693-a02a-6177e855c447,4.2,Would recommend to friends.,FALSE
a085eef6-b257-4fef-ad89-dd86e60efa37,48822468-ac84-4d29-9f1e-ff641ff31876,1005f846-b91d-42bf-9504-5dbfb0035785,4.2,"Family loved it, great flavors.",FALSE
ab936f0d-3827-4f09-be5d-3ef13fee9bc4,444e42c2-f419-47ba-aa3b-debea39b5305,22ca4376-ad88-41e9-bc20-f44f270765f8,4.4,Absolutely amazing!,FALSE
3ca82baf-1846-4d40-bd2c-5f5f8c150bbe,ba359adf-9a74-4ecd-a072-6d8a10c0fbe8,1c3716c5-cdb6-4114-852d-9c8cbbc10bc9,4.6,Absolutely amazing!,TRUE
7586f13b-e7db-4140-bb71-b4b48bac9c66,98e1f173-1b0c-4a7f-b929-bd453c536bf8,f80684cf-5e0e-4e54-a5c3-252aac7dab99,3.7,"A bit bland, added extra spices.",TRUE
86cd24d7-a668-4cea-bb63-e8c6d51764e3,9434de83-4f06-443b-a159-307851837913,8fb676ee-2e65-4c26-96c6-a58b3dfdd6c9,4.9,"Not my favorite, but okay.",TRUE
dc477bf3-578d-4553-8388-d6093c33e90a,0d7ef19a-5067-4eea-b407-cb487a617a70,29661fa1-a7dc-432a-b01d-370a9bac4d61,3.7,A bit too spicy for me.,FALSE
c4ca292f-5ee9-44f9-bcc3-1d8ff9dfd221,188781a6-b04b-4ae5-8689-18be9ed39099,0cf9dac4-f665-45d3-b38e-5103562eef4f,2.6,"Family loved it, great flavors.",TRUE
de710e8d-e565-4a3c-b8ad-01d74a6efb23,a1dacd6d-cba4-4482-9048-f05754bec294,41c10e28-d5a9-4926-ad84-c90ca1a6bc8c,4.2,Would recommend to friends.,FALSE
22fef808-93c1-46a1-afbd-0330d6d036d7,6cb1750d-abbe-4654-8456-19d55361684e,cdcbddb3-3152-495b-acd1-1c31697152eb,4,"A bit bland, added extra spices.",TRUE
6e62eca6-4b3a-402a-9d7c-c89a32ad04b9,2a5ee383-abb4-4dd2-8efa-7f5df439f8a1,cdcbddb3-3152-495b-acd1-1c31697152eb,3.3,"Delicious, will make again!",TRUE
129a35bc-13ee-4456-8399-06d2db05da2a,f9380c62-bad6-4b21-9873-615c4138c9f0,cdf85e4e-d8ea-48f4-9d69-91457c8ab733,2.7,Turned out perfect!,FALSE
b34b4fc0-472e-45e4-b716-0d85cde31e42,70ba18d3-0818-4192-b019-561c8ac60542,3a5239be-a771-4678-b252-462fa7562479,2.8,A bit too spicy for me.,TRUE
fc087174-944b-4b57-b714-08398fe38260,7be66667-34bf-4fc4-a1f4-a03b37a1b9aa,dc653cd9-2705-4a62-8fbf-ba472ac0b46c,3.1,"Nice presentation, tasted great.",TRUE
157611d6-20fb-4b41-8067-d7c2a8b6406f,9d3979cd-6e10-43a8-835e-006003a1cb4b,6ab98b24-33c9-46b7-84d1-7e53730592bf,3.2,"Nice presentation, tasted great.",FALSE
7d178582-0731-4774-89b9-345c94a454b5,e2cc8403-16cb-4fbc-8d3f-dbc06d1986d4,7c52c46f-4e4e-4031-a23e-525d371d17a5,4.1,My kids loved it!,FALSE
8d7e7c4e-f203-4ebe-bbfc-2c9bd079901b,091c8a5d-7327-48ad-ae9d-6ab2f2b1228f,c882a0e7-d465-45cc-89ce-d50fb90429e1,4.9,Will definitely cook this again.,TRUE
3148cda2-3bc2-4a0c-b0c2-9ea423347518,318db0bf-eff3-4176-9e56-3af7398610c6,a45879da-d564-4ec6-b4cf-3c4ab5393c74,4.4,Turned out perfect!,FALSE
baede582-7068-4c86-8f4b-dd03a0d0ee77,ad3003b5-3e11-4579-aa3a-9f8c881c0073,ca436e6f-f767-4f62-8bce-157daaf0c63f,3.6,Simple and satisfying.,FALSE
1a98eecb-24a2-4ef3-87c2-bf566a9e2478,795a767e-ee3d-4a61-ab18-66cd406fdcd7,13482ffd-b21f-4251-ad36-7c64dece7822,3,A bit too spicy for me.,FALSE
0e839b2a-08c3-4a5d-9f01-e2f13509d353,a1dacd6d-cba4-4482-9048-f05754bec294,5bca54c5-d852-4f6f-94f4-8579c81735c2,4.3,"A bit bland, added extra spices.",FALSE
00e03410-e836-4d3d-abea-7957a9bc34ed,9434de83-4f06-443b-a159-307851837913,4c5f4b54-14f4-475e-97f9-505ac05c1047,2.6,The texture was a little off.,FALSE
88c11c44-10d0-481d-ab8a-7adcf10d39ba,ca73d2bb-0870-423d-8228-2247c1a83802,b431e1fd-5549-401d-9976-931d3a3d9501,3,Great balance of flavors.,TRUE
1e5d3999-60a8-482d-8500-290a486e1883,387cabec-3b60-455a-9e31-e13874280a59,f04cdf5b-4d07-4cc8-ab36-7f0eb07b1a2d,3.5,"Family loved it, great flavors.",TRUE
84c006be-1e09-436a-8e4f-c124f734dd42,95986ff4-f224-434d-aecf-5b6895fa021d,437b6ae7-c53a-4398-ac00-4cacbb16c3d4,5,"Nice presentation, tasted great.",FALSE
780c1d55-073f-4c79-a15a-c2831c8121da,d9cd13c6-77bd-4930-9a08-ba933ee627de,7cd66880-5c4e-4e4d-b966-92cb060ac2cc,4.9,My kids loved it!,FALSE
44567ab2-9cae-4493-9bfc-920542043163,e7708296-e74a-4bf1-9383-c33547cf2283,6ab98b24-33c9-46b7-84d1-7e53730592bf,3.7,Absolutely amazing!,FALSE
66cf6e88-2833-48e4-b696-5cb18883081a,542dd424-3fc8-44b9-9a6e-9240d7d77634,437b6ae7-c53a-4398-ac00-4cacbb16c3d4,3.6,"Nice presentation, tasted great.",TRUE
dd278046-5f2d-4cf5-869c-07b89479c367,ad3003b5-3e11-4579-aa3a-9f8c881c0073,c882a0e7-d465-45cc-89ce-d50fb90429e1,3.7,Absolutely amazing!,FALSE
4e09cca7-ccf3-4a0e-a93c-3bf08d1b17a6,ffa0bcfc-3669-45da-b766-678c4ba68bcb,6dea04ef-eec2-44aa-a595-919f9af3e6fb,4.1,"Delicious, will make again!",FALSE
6a101df6-49b6-44e9-9c2c-6984b7d322b4,b2d20cd9-e2a3-405f-a7e6-6b57d07e1d4b,c882a0e7-d465-45cc-89ce-d50fb90429e1,3.4,Will definitely cook this again.,FALSE
e3f7962c-4a93-462d-88b5-a8931c18c096,ffa0bcfc-3669-45da-b766-678c4ba68bcb,cdcbddb3-3152-495b-acd1-1c31697152eb,3.9,Great balance of flavors.,TRUE
49c7e306-efd7-474f-86cf-970f199e0281,e41c83a6-9043-4d5f-8e1d-fc903418929c,24e6327b-5650-473d-9ec7-3ec0316cda54,3.2,"Good, but needs more seasoning.",TRUE
2e6062c1-4db2-4a9f-892e-2da2608ee223,98e1f173-1b0c-4a7f-b929-bd453c536bf8,71479385-155b-4dee-bda2-926cc11fa1be,3.5,Too salty for my taste.,TRUE
9c8715da-fbf8-4ffb-8bef-a03d105e3033,3c0152ab-a2c4-414f-99da-7006f85a7d9d,41c10e28-d5a9-4926-ad84-c90ca1a6bc8c,5,A bit too spicy for me.,TRUE
ae395117-d8c0-44c7-94f7-764d3be6e7fe,542dd424-3fc8-44b9-9a6e-9240d7d77634,3a5239be-a771-4678-b252-462fa7562479,2.8,My kids loved it!,TRUE
162f511c-f0e9-4361-b755-7b8f40737d83,29084bf8-0fbd-46c1-b03e-ee59a61bd1b3,47e7f8ca-6f18-4b03-a171-042483bea171,2.6,"Delicious, will make again!",TRUE
c140facb-a5e5-44da-85c2-e26df98c2c08,78644f53-c1d0-48c8-9f52-1ba3edf3f7eb,e92bddb8-9b20-40bf-8fc3-811659707d7b,3.1,"Nice presentation, tasted great.",TRUE
f146a23c-f211-45bb-a0bf-bf45bf5f2752,f9380c62-bad6-4b21-9873-615c4138c9f0,3ad232c9-a67a-4570-98e1-2e3665befda7,3.7,"Not my favorite, but okay.",TRUE
c6736504-c7bb-41f0-8b5d-880c7bd4f717,68ead65d-3799-4089-9eac-9e443938b42c,12aedfe3-f88d-424b-ae0c-4182ef52d984,4,I was impressed with the result.,FALSE
a3ed3579-6dee-464f-ac49-8bd41d8fb693,e89f6463-93c7-487d-8e2f-8bfba4b60b6c,71479385-155b-4dee-bda2-926cc11fa1be,4,"Nice presentation, tasted great.",TRUE
