id,user_id,recipe_id,rating
989be432-21b5-446d-8c21-2fcc6c6106da,efb10591-3c23-4073-98a7-989bad3d7f14,06926b61-7b4c-4875-b820-bad6557f13ac,1
34ae27f0-58a7-4c9c-8719-d106e2a79352,efb10591-3c23-4073-98a7-989bad3d7f14,4014c8c6-f954-4586-ba3c-66239af11e0e,1
9fe2a4d9-3827-43be-ba87-e18ccb0d89e2,efb10591-3c23-4073-98a7-989bad3d7f14,1f9afb84-31d3-4718-9755-1e89cdd12cbd,2
afc2246d-6842-4078-bcd4-ecc40ed2153c,efb10591-3c23-4073-98a7-989bad3d7f14,ded9aefc-2d0e-42b7-a713-2a49d0c793c9,1
e2cc61b1-8859-47a4-b2ac-c363dc4f192f,efb10591-3c23-4073-98a7-989bad3d7f14,2be3d2f3-bb42-40c8-949b-764d14fe4504,4
97a3a248-292d-4d84-a1c2-da6205e24748,efb10591-3c23-4073-98a7-989bad3d7f14,dacc044d-2c0a-422a-9602-e8890663de5b,5
ad754c34-d778-474d-84ea-258f408176d0,efb10591-3c23-4073-98a7-989bad3d7f14,f3dccf30-3432-4770-bc5c-68676e3737cb,4
d9cdad36-5302-4e7a-9d68-35800c57501c,efb10591-3c23-4073-98a7-989bad3d7f14,d4928842-44a7-4d68-b5f8-1cd6e435832a,2
35428f42-629a-463f-a743-09282d6bab09,efb10591-3c23-4073-98a7-989bad3d7f14,5ebc2be6-3e82-408a-8c1b-f77787dd693d,4
d75129a5-0bef-47a2-b047-d58f864d3669,efb10591-3c23-4073-98a7-989bad3d7f14,77430823-3598-4fe8-8b66-c164bef93cf5,3
4f3711eb-d6e1-415a-938b-abf95bad8fd3,efb10591-3c23-4073-98a7-989bad3d7f14,0bd90a54-66fa-4884-b81e-873534fcbb5f,5
faa45055-8dac-4342-b21b-1613730a604a,efb10591-3c23-4073-98a7-989bad3d7f14,ebece2e9-799f-4d7e-8b25-1c15b01c3561,3
2efd919e-f7df-4e32-8bb7-600134e0e41b,efb10591-3c23-4073-98a7-989bad3d7f14,da5d793f-9591-42b0-a5d0-76dead03c6cc,3
bee8ae89-9d20-4f04-a0d9-18dba980c4dc,efb10591-3c23-4073-98a7-989bad3d7f14,8962643b-2eeb-4e26-803b-981af6701c23,2
d7a98552-9be5-4b23-ba39-9b6e0b38631b,efb10591-3c23-4073-98a7-989bad3d7f14,9e122b6e-4b5d-4cec-8372-23ccde4b6302,1
ebc7aa2a-53fd-43dd-a2ae-6d785af2454e,d805c655-36ac-4eac-b297-7b458ef9087c,62a3e6cc-3bc8-4d38-ab79-24adaa5fbfe2,5
0d23ac30-4353-4547-a27f-bcb37237dfd0,d805c655-36ac-4eac-b297-7b458ef9087c,52960448-8f76-4acf-8d48-97c31afb8847,3
349e4dd4-7db6-46a1-aa5b-04e211f992cd,d805c655-36ac-4eac-b297-7b458ef9087c,15a84c80-a426-46bd-9702-366fd0d9d89b,4
95b3b05c-219b-49ed-bcec-c3e16cf78731,d805c655-36ac-4eac-b297-7b458ef9087c,0d1e2ed7-d51c-4e10-ab93-8d47dfa75221,4
963389e2-5114-4c32-805f-bca739a4ffe5,d805c655-36ac-4eac-b297-7b458ef9087c,117597ac-45af-417d-8edb-1561649d7feb,1
089fce4b-b1a8-4153-9f47-a5547d176f3a,d805c655-36ac-4eac-b297-7b458ef9087c,85cd7a07-662b-4ad8-b18d-1165d52439d2,5
68d9f0b5-262a-413c-99bc-fd274f1ce1a7,d805c655-36ac-4eac-b297-7b458ef9087c,71005d4e-979b-4ee4-bb8a-6f9bab25ad64,1
180b756f-c35e-4305-94ae-f8119f806482,d805c655-36ac-4eac-b297-7b458ef9087c,4d1743a1-399a-460e-ade3-90e96d9aa3c8,2
8df58275-330b-4e06-a758-cb0ab130d0b3,d805c655-36ac-4eac-b297-7b458ef9087c,6b1018ae-c7f9-42ce-9e6f-2ba1dae9d473,2
0dd1f0d4-c438-46af-af43-2ddcb771bd99,d805c655-36ac-4eac-b297-7b458ef9087c,f9c293ad-0699-4c2a-a027-b17e2cc76eab,2
0a0c5090-f521-4d2c-8e7a-8d8eeaabe059,d805c655-36ac-4eac-b297-7b458ef9087c,aad0490f-50c1-4eed-af79-411dae71a1aa,4
5695449f-dac4-474f-bc98-4a72c6e5aac3,d805c655-36ac-4eac-b297-7b458ef9087c,4e00a458-992f-4c46-ad85-bd064d09c3d3,5
ef57adaf-cf34-4e6b-bc7d-7dc58fce5c7e,d805c655-36ac-4eac-b297-7b458ef9087c,1f1cf035-7ed1-495c-ac29-cec2d53c7bb6,1
425622f3-1ccb-4c6f-8c9d-e5dc290e14fe,d805c655-36ac-4eac-b297-7b458ef9087c,ed7df156-3b9b-4980-b98e-45c24f47f018,1
efe81ca0-34c2-4856-a6d0-5bc89e4bef62,d805c655-36ac-4eac-b297-7b458ef9087c,9140d56a-7515-4f44-8866-a5bbdaf1b31d,2
b3823b7b-c1b0-4dad-9255-86af3c8b05ee,50af586f-5174-4e4d-bb57-d0052a9c1a57,d9d5870b-2a16-4d29-963a-c00fc50cd51d,5
3ea93515-5b4e-4daa-a432-1178990275c8,50af586f-5174-4e4d-bb57-d0052a9c1a57,34806270-d427-497f-9c30-b9c4eb13fd84,4
cf1f3811-3665-4584-b290-3596dcb768db,50af586f-5174-4e4d-bb57-d0052a9c1a57,7afe2c90-3cfc-42c8-8ff9-2f0816c464d1,4
7dceaf4d-1d00-4fd3-bedf-d0862963c4ca,50af586f-5174-4e4d-bb57-d0052a9c1a57,08a6047d-6c3c-4f36-8424-7ccab48e3f27,5
e3e4b766-5a8c-4968-a483-d308afc4e8d5,50af586f-5174-4e4d-bb57-d0052a9c1a57,64dca4c6-2d57-4865-8821-40ef35f4e50b,3
2e1c632a-4bdd-4c11-82db-8f1be494d993,50af586f-5174-4e4d-bb57-d0052a9c1a57,e059e234-e483-447f-844f-15dcc3be6a45,4
72d3135c-5ce8-4090-afe7-11cd549f6308,50af586f-5174-4e4d-bb57-d0052a9c1a57,d90ee2c5-81d0-46e0-b415-2813a36eb9d8,5
d05aadfc-a655-416e-b861-6835deae4e68,50af586f-5174-4e4d-bb57-d0052a9c1a57,43ad0093-86e1-44cb-bc64-f130aa0ca6b9,2
a3561d18-8af2-4c4a-bec7-8ae5e00f0af0,50af586f-5174-4e4d-bb57-d0052a9c1a57,13ce0f48-9cd2-4ef9-a95d-b1c7ce980f85,4
8f4b8652-07df-4e32-b83e-79b016478fdd,50af586f-5174-4e4d-bb57-d0052a9c1a57,f16e81ac-3960-4776-a628-37be9a2aa5fc,3
556626d8-84d6-4984-9406-bd4a379ccc1e,50af586f-5174-4e4d-bb57-d0052a9c1a57,a6ebb477-0557-4751-93c8-39390653520a,1
77cb063b-6670-427c-968e-5cb0b99d0856,50af586f-5174-4e4d-bb57-d0052a9c1a57,d639f680-f3cc-4ade-a9cb-5de79e001a5e,2
5f3538df-d0ba-4418-afb8-5da51c233135,50af586f-5174-4e4d-bb57-d0052a9c1a57,62ec8c87-fbd8-408d-b8c1-e2051a192566,3
4dcc1e20-1bcf-4fc4-9006-baf6df3c8727,50af586f-5174-4e4d-bb57-d0052a9c1a57,cd4f125b-7be2-4621-b35f-8d05ad49d98a,3
508495aa-b8cb-4d83-ab25-3e00e57917ad,50af586f-5174-4e4d-bb57-d0052a9c1a57,e90496a8-3e71-4193-bcea-c128ec40b410,3
4dd8733c-cec4-469c-9aa2-5f80727de30b,3c9a4e66-68db-4dce-8b2d-2df2ef3e5dc9,05572370-7b91-4f9d-9108-bc2305959f6c,1
9de4dc97-cffb-439b-b589-f0476a79166b,3c9a4e66-68db-4dce-8b2d-2df2ef3e5dc9,a84f10f9-0697-42b2-8dba-cd11f63cc1cf,5
8964b9c0-0204-4767-96bf-dbb4d37c00eb,3c9a4e66-68db-4dce-8b2d-2df2ef3e5dc9,fa87e683-9cb3-4086-a06e-53b58c78b4b8,5
0138d8cd-706c-4179-8949-4d3f7e829e3f,3c9a4e66-68db-4dce-8b2d-2df2ef3e5dc9,91b4845a-363f-4ddd-8afa-61cd69b0587f,5
8f15c8cb-1422-4df7-89d3-f82b26d901f6,3c9a4e66-68db-4dce-8b2d-2df2ef3e5dc9,02f99a6b-2e55-4e27-9158-169c83db49bf,1
c4414e32-6f05-412b-8cd0-86aa5e668c25,3c9a4e66-68db-4dce-8b2d-2df2ef3e5dc9,134f78c2-a69e-4221-96f1-76bde96a211d,3
5886724a-132e-4fa8-a43b-9a69ec53bd76,3c9a4e66-68db-4dce-8b2d-2df2ef3e5dc9,bc7c1819-f570-4fd6-b66d-5f7a1e135aeb,1
4f3d486c-932f-4567-aa61-fc2b58714314,3c9a4e66-68db-4dce-8b2d-2df2ef3e5dc9,860e4396-f6b2-409a-82bf-ade64e747e5b,5
baeed223-97c8-4099-8b21-3fd26b342ba9,3c9a4e66-68db-4dce-8b2d-2df2ef3e5dc9,8b46d84b-90d4-48af-8bac-fca67167db45,3
ca113ffa-7f52-4d8c-8b83-13448208a2ca,3c9a4e66-68db-4dce-8b2d-2df2ef3e5dc9,6db1502c-f4e6-4bc8-931a-3197232f7fcd,3
51008e63-637d-4384-a593-1f808fbf6e73,3c9a4e66-68db-4dce-8b2d-2df2ef3e5dc9,cef0ef08-aa66-4033-990f-0aae59e3c28a,2
51a2d5cd-827b-405f-84ff-d08851a0fba2,3c9a4e66-68db-4dce-8b2d-2df2ef3e5dc9,d0135e3e-2342-41fc-a1d5-3af2d1b17ce9,4
69d3944a-5407-45d2-b6ad-5ccb355bbd82,3c9a4e66-68db-4dce-8b2d-2df2ef3e5dc9,3d541cc9-8988-4449-b898-181f17fc168e,5
b7bc89c3-c2df-4989-b579-381f79c2229d,3c9a4e66-68db-4dce-8b2d-2df2ef3e5dc9,9468f9f4-457b-4d17-ac05-e38a3df61543,4
f4f6a788-416b-44b5-b768-6b5820afcd81,3c9a4e66-68db-4dce-8b2d-2df2ef3e5dc9,ef494a0f-d1da-4660-bc87-df3929897fe0,2
2b199a9e-e5eb-4e24-9617-24100dfce724,26ece71f-4baf-4c22-afdb-9c683b8da83f,da567587-be00-4b2e-897d-979ff7a8e004,5
a1d5affc-fc04-467b-b753-29f5a1fefd9f,26ece71f-4baf-4c22-afdb-9c683b8da83f,8ba0e006-9676-473d-ab43-a1a09c913982,1
474ca30e-38db-4da3-8fce-cd29693aaf92,26ece71f-4baf-4c22-afdb-9c683b8da83f,75502b7f-ab9a-4bac-8ed3-629c59f59435,3
1f61caae-62b4-41a9-a085-c0c9242df962,26ece71f-4baf-4c22-afdb-9c683b8da83f,51c5ed9d-6e85-43c0-a01c-be1a491c8060,3
d7b8e85d-b4de-44d9-b82a-01e9764fc8fe,26ece71f-4baf-4c22-afdb-9c683b8da83f,aa7056da-f949-4772-980e-01d2b1d5701a,5
a5bb78d2-c293-4051-9d2c-84c61ed6cc5a,26ece71f-4baf-4c22-afdb-9c683b8da83f,68b9caa3-bdb2-4e4c-addb-c9dc334fc614,5
735d8a46-4306-4c43-9cd2-b16517523e4c,26ece71f-4baf-4c22-afdb-9c683b8da83f,c4445289-e2a2-431c-bca7-e0632cb6b541,4
6aa6bb16-2e5b-40d5-9662-d6ca289a0882,26ece71f-4baf-4c22-afdb-9c683b8da83f,c2ca7a76-c30a-4af3-8b2b-f10f1804f2d9,4
1a59095f-5dd8-45f4-b43d-0e10f0e7f636,26ece71f-4baf-4c22-afdb-9c683b8da83f,88949666-60ca-4cda-abfe-a2a0e2ab71b7,2
281c5f07-719e-43da-8d13-8da3594b9fa5,26ece71f-4baf-4c22-afdb-9c683b8da83f,9b828144-4357-4c1c-806c-9af9458fd0bb,1
cdc23812-fb8e-4a95-99c1-8b7f08adc5dd,26ece71f-4baf-4c22-afdb-9c683b8da83f,7726a3a9-d48a-43ad-8a90-3f630f93b677,1
6e464eee-7e20-4657-99d4-2a7a02b6d5e4,26ece71f-4baf-4c22-afdb-9c683b8da83f,54ec5516-66ce-4cd0-b36c-7408853d7e99,5
03fa5eae-1357-4b78-b991-9c6311ea2e2a,26ece71f-4baf-4c22-afdb-9c683b8da83f,0569e297-1127-4c4b-8041-395d17bc1ace,2
4af66d3e-5324-4e0d-85f0-0841ebb254fb,26ece71f-4baf-4c22-afdb-9c683b8da83f,4a76d188-ef5a-4cf2-a846-d3fe09c8f120,2
30eaca6e-c640-4455-90d0-5c8f81cbb4f7,26ece71f-4baf-4c22-afdb-9c683b8da83f,987683db-4f21-4d1e-99b2-b7762856e575,4
4c7c3bec-977f-4135-be95-18a21da76434,1c249583-52da-4e4f-8b62-9700d363def0,cff454a1-1e63-45dc-bf79-c5c624884cb8,2
975dd6fe-fd94-423d-8d2f-7175d2eb8f3d,1c249583-52da-4e4f-8b62-9700d363def0,8aa8b62b-d0e2-4fcb-aa04-346884984641,4
6e2234cc-e3d2-4fad-8c60-e10771f74356,1c249583-52da-4e4f-8b62-9700d363def0,5c8621bd-69d4-47f2-8a80-0292402315fa,4
4697d2f3-e006-4e00-927f-9664d44ac691,1c249583-52da-4e4f-8b62-9700d363def0,d64ff1a1-ddbc-41f7-b2ab-10c3f5525c2c,2
0562e3c2-c81b-463b-8385-6a799344f3d3,1c249583-52da-4e4f-8b62-9700d363def0,87562c4d-8509-4964-957a-77918cd7d3bd,1
d81d8c76-d292-4b13-a106-0abc3a66fa8e,1c249583-52da-4e4f-8b62-9700d363def0,62e58af1-95ef-4041-a420-fc4c50ab71f7,3
e6e9058c-a6e3-41af-ba80-4d1e74e0bb48,1c249583-52da-4e4f-8b62-9700d363def0,3b2373c6-665f-4cb4-a87c-756e3a9fc4a6,1
bc8aefea-9f64-4163-8602-cc6de10af614,1c249583-52da-4e4f-8b62-9700d363def0,84b74063-ba19-42f7-bc30-fb55b3d56b52,4
f6fb4f14-3b88-4724-bb0a-2f522f2046be,1c249583-52da-4e4f-8b62-9700d363def0,8bf39da3-73dc-4984-b552-5bf963222d7d,1
829f04ee-605e-4a4e-a080-cc188f393ab3,1c249583-52da-4e4f-8b62-9700d363def0,3a52dea7-bc8c-41d6-82d0-294aab610735,3
a1a7a1f0-1bc8-4a75-9a66-d3df0bb8883c,1c249583-52da-4e4f-8b62-9700d363def0,da5d793f-9591-42b0-a5d0-76dead03c6cc,1
b08abf42-14f5-4d04-8170-37f754a95924,1c249583-52da-4e4f-8b62-9700d363def0,92de2161-46ea-43b2-98b0-71fb0e6f4bab,3
00216d4d-aebb-4d32-a158-508ca1fd3a31,1c249583-52da-4e4f-8b62-9700d363def0,3b44f14c-5391-4b3e-87b0-36c3801b0c1f,1
13661781-cfef-4667-a21a-7b488843ad32,1c249583-52da-4e4f-8b62-9700d363def0,723f538e-edb4-4480-b60b-22ed82cd4106,5
5aa313ba-fd26-4b3e-96f9-57ee8df18691,1c249583-52da-4e4f-8b62-9700d363def0,e6576b24-eb75-4c21-9177-e94ed3941661,4
d5009711-f374-44ad-b736-e18af4347060,5536ebdf-06cb-4c71-bc4c-75cbadf9a3cc,80ce685f-79f4-45da-b391-ba6ff2ee471d,4
