id,ingredient_id,category_id
9cee4c3b-bd9a-4cbb-83a4-d4d35ffd3976,fe263116-f9f1-4e86-a593-a06ddfd392a7,353f617c-7220-46c1-abf4-0b8696d8a805
a39b0abb-8e17-4374-851b-04cca0cdc7f4,d3135ab1-b290-4d84-8fa5-374f9c0d4d40,353f617c-7220-46c1-abf4-0b8696d8a805
c7364493-7fe5-430a-a0c5-f9920a221fe5,b989b1d1-a615-4a28-a63f-5ea4230f34ad,353f617c-7220-46c1-abf4-0b8696d8a805
8ffa779d-af19-4f30-b33b-521680003dec,291aee1a-e03c-44e0-b465-224e772a5931,353f617c-7220-46c1-abf4-0b8696d8a805
6ffc0863-9d44-40e3-b21a-496292356939,467c94ff-bb23-4d57-81cc-7b582cf809ce,353f617c-7220-46c1-abf4-0b8696d8a805
cb61bbe7-18dd-4044-9187-f492cec053fb,efa509ab-fb4a-400b-bef9-f59dc2ac582c,353f617c-7220-46c1-abf4-0b8696d8a805
ee0248d4-278e-457e-88f6-301288831fc6,46a437ec-2973-44a3-bf03-dfdeb33c3c6d,353f617c-7220-46c1-abf4-0b8696d8a805
63000427-d00d-4e1d-a113-d8a76f03955a,589f50e5-0026-4b00-8db9-52bfb4065ce4,353f617c-7220-46c1-abf4-0b8696d8a805
ba15fbb5-25a1-4f65-80b3-f74e5f210598,f158baed-8700-4e11-a8c3-7036cd0f8e6c,353f617c-7220-46c1-abf4-0b8696d8a805
f14cee1c-20b2-4904-8532-b0e6fe8c33ab,c492f6b8-0b60-471a-bb2e-39cbe924d882,353f617c-7220-46c1-abf4-0b8696d8a805
79548009-6055-4aa7-a664-10b981262ce3,36334fae-fbfc-48d1-8362-d4b89c7db1f6,21cc5bc1-61d3-4d8c-aed6-6a010996d5ab
58a1ef5a-e3d8-453e-a0db-28e43b2b9ec6,1bffabfa-5d91-497e-8cb2-d55ce217fae2,21cc5bc1-61d3-4d8c-aed6-6a010996d5ab
0b2c5606-5eff-4ae6-b4b7-708caf8c776a,17ddbf39-010d-4c2d-9db7-1ac11aeec6e5,21cc5bc1-61d3-4d8c-aed6-6a010996d5ab
4c4dd243-bbd5-4514-8d74-46ebd68f21d4,7e7c78c5-2589-42ce-a0ad-503e1fdababc,21cc5bc1-61d3-4d8c-aed6-6a010996d5ab
abbabc93-d331-44af-864a-e1ee51387fb0,10dcdd38-14cb-4493-a058-ddb34fbed4a3,21cc5bc1-61d3-4d8c-aed6-6a010996d5ab
315b89ae-d10a-48a3-bcc0-c08e0bbca82b,3fd65cb7-40d0-4f3e-a11d-25491329b168,21cc5bc1-61d3-4d8c-aed6-6a010996d5ab
a05ce6b2-9799-40de-a819-40c3df0004e8,155434c7-a476-48d3-bb43-9fd3d957d772,21cc5bc1-61d3-4d8c-aed6-6a010996d5ab
f2b3c812-b121-4cb5-b1b1-06810b5be494,52453ac0-522e-4561-afe7-faf9d60b6556,21cc5bc1-61d3-4d8c-aed6-6a010996d5ab
59d0bc7c-81c3-4ed4-b711-07f045cb08c6,fadab818-51fe-4243-ade0-adb71df28895,32cdf7d6-b91c-4f18-95c1-11a3ed3c469a
21af441b-e569-484c-8b07-e269617f517f,17ddbf39-010d-4c2d-9db7-1ac11aeec6e5,32cdf7d6-b91c-4f18-95c1-11a3ed3c469a
c8cffcf0-1228-474f-ae95-462de8254343,be7bc0e4-a4fe-476f-abd2-afc0b1146409,32cdf7d6-b91c-4f18-95c1-11a3ed3c469a
aeedc1c9-69cc-492d-97d9-efde33c49704,291aee1a-e03c-44e0-b465-224e772a5931,32cdf7d6-b91c-4f18-95c1-11a3ed3c469a
84888163-c6b4-4ae4-a6db-8bfad515b0a5,741ebe40-6802-4404-becd-71e448ac54f2,32cdf7d6-b91c-4f18-95c1-11a3ed3c469a
a50ad809-cc6e-46ba-a9d7-3df611a75380,589f50e5-0026-4b00-8db9-52bfb4065ce4,32cdf7d6-b91c-4f18-95c1-11a3ed3c469a
73cc7698-6096-4794-b262-218dfff5adb2,f158baed-8700-4e11-a8c3-7036cd0f8e6c,32cdf7d6-b91c-4f18-95c1-11a3ed3c469a
101e1e38-1175-4c7d-b5f8-225c731637bc,360ce968-e313-4e2a-9c4c-12a28991d036,32cdf7d6-b91c-4f18-95c1-11a3ed3c469a
b40b963f-abf7-48ac-b43b-bdb3bd430d61,9eac82f2-9c79-4ce8-9b2c-ac3a3e5fc3ab,94884ca7-d298-487e-be65-4f2b05fbcbca
446300d4-bbb6-4fb5-bd82-cbb9c32dba41,467c94ff-bb23-4d57-81cc-7b582cf809ce,94884ca7-d298-487e-be65-4f2b05fbcbca
c7c65404-c3d0-410e-bd24-eb2ed38a955e,efa509ab-fb4a-400b-bef9-f59dc2ac582c,94884ca7-d298-487e-be65-4f2b05fbcbca
1c47ecb4-db5c-420e-84d8-d1959f1f3848,291aee1a-e03c-44e0-b465-224e772a5931,94884ca7-d298-487e-be65-4f2b05fbcbca
ae4346fa-26fe-4a72-a42d-23b84925d41e,735a1224-e7b8-4999-86ba-f7aa212a7936,94884ca7-d298-487e-be65-4f2b05fbcbca
73d6ebec-6f16-48c3-8131-14ef298b8e8c,c492f6b8-0b60-471a-bb2e-39cbe924d882,94884ca7-d298-487e-be65-4f2b05fbcbca
67a80bd5-aa87-48c1-b1dd-cc365b641ec2,c2ee518f-5956-47dd-ab13-515233d79c74,94884ca7-d298-487e-be65-4f2b05fbcbca
b60a3df1-ce44-495a-b0c6-892142adaaae,3ddf3652-f70d-46ba-9760-3878204310f5,62911dc4-2b13-43d4-8593-d60f98453780
1d890bda-8852-4997-8bca-34e1d081ea72,be7bc0e4-a4fe-476f-abd2-afc0b1146409,62911dc4-2b13-43d4-8593-d60f98453780
82a935fa-6387-49ac-8145-0150090343c1,7e7c78c5-2589-42ce-a0ad-503e1fdababc,62911dc4-2b13-43d4-8593-d60f98453780
c814254b-8358-4f6a-9e5c-b6f35f1ce27a,daf2d2a7-c92f-40ff-9d9d-3f41ae478933,62911dc4-2b13-43d4-8593-d60f98453780
4da253d3-cab0-4094-be8c-132785e72a94,1bffabfa-5d91-497e-8cb2-d55ce217fae2,62911dc4-2b13-43d4-8593-d60f98453780
22efd81c-5a7e-4dfa-9aa0-22ec843cc2f0,10dcdd38-14cb-4493-a058-ddb34fbed4a3,62911dc4-2b13-43d4-8593-d60f98453780
d2fa8b52-77a2-4b66-83f0-d357d7ab202e,17ddbf39-010d-4c2d-9db7-1ac11aeec6e5,ceee0880-88b4-4735-aaf9-fc308a818779
7484b2f7-ab24-4124-b2e1-ef33df3c131a,10dcdd38-14cb-4493-a058-ddb34fbed4a3,ceee0880-88b4-4735-aaf9-fc308a818779
44d0ba95-1a8d-40b7-8b60-1be63f5b3efe,360ce968-e313-4e2a-9c4c-12a28991d036,ceee0880-88b4-4735-aaf9-fc308a818779
e5cd1314-158d-43d7-a5a4-e71866af7ddb,7e7c78c5-2589-42ce-a0ad-503e1fdababc,ceee0880-88b4-4735-aaf9-fc308a818779
31a3983f-e148-4fb9-a488-055d8e8309ac,24704cd0-b35d-47a1-b8d1-0fe13e04ec4c,ceee0880-88b4-4735-aaf9-fc308a818779
f924bacc-fc50-421d-ba44-0da936a288f5,c8b50898-5cee-4089-a0fa-70f895d3c1f5,ceee0880-88b4-4735-aaf9-fc308a818779
322ec847-ae7e-4f6d-a5bc-0e69a3d26826,e68b0f57-6df9-4396-b117-c25d5f136cb4,ceee0880-88b4-4735-aaf9-fc308a818779
d925c6ce-516f-426c-bbca-4f497970647a,735a1224-e7b8-4999-86ba-f7aa212a7936,90a49599-f03f-4d70-8eac-80b91df0e951
8bc753a3-d87a-4e3c-9d4a-926f9205d096,46a437ec-2973-44a3-bf03-dfdeb33c3c6d,90a49599-f03f-4d70-8eac-80b91df0e951
8e7fe3bc-cb73-45bd-b439-b8aa569cdf21,b989b1d1-a615-4a28-a63f-5ea4230f34ad,90a49599-f03f-4d70-8eac-80b91df0e951
823ac1c6-e0d3-4234-a42d-a0bb33652a3a,741ebe40-6802-4404-becd-71e448ac54f2,90a49599-f03f-4d70-8eac-80b91df0e951
2952424e-539c-4455-a077-5d3433a0c0e8,be7bc0e4-a4fe-476f-abd2-afc0b1146409,90a49599-f03f-4d70-8eac-80b91df0e951
b2f33ad6-17c2-4220-975d-8e74b839e45e,589f50e5-0026-4b00-8db9-52bfb4065ce4,90a49599-f03f-4d70-8eac-80b91df0e951
897e023f-c16a-4a35-bef1-f8751c0bea67,aaf23026-5078-4034-97ab-48042835a27c,90a49599-f03f-4d70-8eac-80b91df0e951
6936d953-51e8-4b44-8b96-c394a055f753,46a437ec-2973-44a3-bf03-dfdeb33c3c6d,ad6e42b1-1bb7-4b5e-8d6c-10c6a63bca9a
42e1fcbc-4aaa-41c8-9aee-967923b3c02c,d03ebf94-6e26-49ee-8f12-91289f5ee70f,ad6e42b1-1bb7-4b5e-8d6c-10c6a63bca9a
db27b2ac-53d7-4bb8-bec3-6057dcb8a969,735a1224-e7b8-4999-86ba-f7aa212a7936,ad6e42b1-1bb7-4b5e-8d6c-10c6a63bca9a
a924c6df-bffe-4b4c-a203-dda4e751b3f2,daf2d2a7-c92f-40ff-9d9d-3f41ae478933,ad6e42b1-1bb7-4b5e-8d6c-10c6a63bca9a
5d7aafcd-6f6c-403b-825b-6fcbe4570edd,c2ee518f-5956-47dd-ab13-515233d79c74,ad6e42b1-1bb7-4b5e-8d6c-10c6a63bca9a
b6b45e2f-e60c-44de-ab26-7f05082b2bc4,291aee1a-e03c-44e0-b465-224e772a5931,ad6e42b1-1bb7-4b5e-8d6c-10c6a63bca9a
