id,user_id,ingredient_category_id
55c4a96e-d849-4d55-b532-2886f809e042,efb10591-3c23-4073-98a7-989bad3d7f14,32cdf7d6-b91c-4f18-95c1-11a3ed3c469a
ae6823bd-1fb5-4636-8fff-2d990840e35e,efb10591-3c23-4073-98a7-989bad3d7f14,90a49599-f03f-4d70-8eac-80b91df0e951
6e9bf91b-2fdd-41cd-9338-e79e17a3b65d,d805c655-36ac-4eac-b297-7b458ef9087c,62911dc4-2b13-43d4-8593-d60f98453780
54ecd23e-1f5e-440f-b3e6-fb949b5ebfb8,d805c655-36ac-4eac-b297-7b458ef9087c,21cc5bc1-61d3-4d8c-aed6-6a010996d5ab
ffc5cd6f-f9b0-4e57-990f-7e8241cbee2b,50af586f-5174-4e4d-bb57-d0052a9c1a57,ceee0880-88b4-4735-aaf9-fc308a818779
19678700-ac39-4250-99ab-a334ff228b7f,26ece71f-4baf-4c22-afdb-9c683b8da83f,21cc5bc1-61d3-4d8c-aed6-6a010996d5ab
cbc41826-4566-48df-9694-d9b45d309381,26ece71f-4baf-4c22-afdb-9c683b8da83f,94884ca7-d298-487e-be65-4f2b05fbcbca
2954af39-dff5-480c-8295-50326eaed241,1c249583-52da-4e4f-8b62-9700d363def0,32cdf7d6-b91c-4f18-95c1-11a3ed3c469a
033a1371-3fda-4f4f-a992-26390d45d9e2,1c249583-52da-4e4f-8b62-9700d363def0,90a49599-f03f-4d70-8eac-80b91df0e951
161a8899-bd4e-4e1a-8dd1-3ac5fe6d673c,5536ebdf-06cb-4c71-bc4c-75cbadf9a3cc,353f617c-7220-46c1-abf4-0b8696d8a805
5e887680-8229-48e8-957f-dfcd9eb219d9,5536ebdf-06cb-4c71-bc4c-75cbadf9a3cc,90a49599-f03f-4d70-8eac-80b91df0e951
d9a594de-9f88-40c4-b3fc-0990f2894614,90d96f66-6b4a-49c3-a23c-6312a39ea871,21cc5bc1-61d3-4d8c-aed6-6a010996d5ab
7de00410-b455-4b29-8334-34b6d3a20a65,90d96f66-6b4a-49c3-a23c-6312a39ea871,90a49599-f03f-4d70-8eac-80b91df0e951
710e6653-65a4-4833-881f-5c1dd4d571bb,e26635be-7d5c-448f-b31e-cffdd19ea9a2,90a49599-f03f-4d70-8eac-80b91df0e951
aa4c7e86-2cbc-44d0-b595-88aabd5b4826,53e49eb4-c769-492a-b70c-9f72641c369d,90a49599-f03f-4d70-8eac-80b91df0e951
a43dc1f9-21d5-4e26-91fc-c9f2d8c36863,1d9e4b6f-8a8d-4497-b69b-c9c78fce8cd6,90a49599-f03f-4d70-8eac-80b91df0e951
aa601c22-d54f-4500-8584-633e915e615c,1d9e4b6f-8a8d-4497-b69b-c9c78fce8cd6,ad6e42b1-1bb7-4b5e-8d6c-10c6a63bca9a
b013971d-9467-4d73-a138-98d8ab6e5146,f5079d4d-5947-4d55-901c-834a19e7d218,ad6e42b1-1bb7-4b5e-8d6c-10c6a63bca9a
e52170a5-91b3-4b4b-81c1-de4b2f8fa3df,f5079d4d-5947-4d55-901c-834a19e7d218,ceee0880-88b4-4735-aaf9-fc308a818779
7f72ced0-0374-49f4-8c48-f601cee8d790,f2bbea8e-b167-4080-a04c-3a95fbfc8f15,62911dc4-2b13-43d4-8593-d60f98453780
ee8261ae-300c-4c6b-8bc3-d6ebcbb7d26c,f2bbea8e-b167-4080-a04c-3a95fbfc8f15,353f617c-7220-46c1-abf4-0b8696d8a805
b5163aa4-eff1-40a3-a86a-3ae171f70d76,a8392947-44d6-4c61-805a-013bdafbedfa,ceee0880-88b4-4735-aaf9-fc308a818779
258ae262-cb3b-4e89-b49d-046011470936,7e6533a7-62d3-424e-9886-dd078f845ff8,62911dc4-2b13-43d4-8593-d60f98453780
20cb052c-9642-4e65-ab82-dd400faa7c4d,0d9f64ed-e7ea-46b0-bd01-d8c91b3c6f6f,21cc5bc1-61d3-4d8c-aed6-6a010996d5ab
13d66a5d-b62c-4201-adc3-0b8f4088ba9f,15443bb9-5bae-4a4e-8e2a-69a4cc33f00e,90a49599-f03f-4d70-8eac-80b91df0e951
bde842dd-4ff7-4b25-a9f7-eca4e8567eba,6095c537-02af-4f14-a56f-197b2189438a,ad6e42b1-1bb7-4b5e-8d6c-10c6a63bca9a
77a93653-6124-46b9-9915-ca2c830a5684,236eea7e-ff7b-419a-8fc0-ad0f430805b4,62911dc4-2b13-43d4-8593-d60f98453780
37ae5a3f-000d-49de-887b-5a8cb3154656,236eea7e-ff7b-419a-8fc0-ad0f430805b4,32cdf7d6-b91c-4f18-95c1-11a3ed3c469a
8b0660b8-8852-40bf-b9fb-7ee2c2ac4b75,9e80892a-af12-4b62-b7e6-b8aa53c7f971,ceee0880-88b4-4735-aaf9-fc308a818779
4c66c4af-dbdd-4966-8de2-397ef15f17ef,9e80892a-af12-4b62-b7e6-b8aa53c7f971,62911dc4-2b13-43d4-8593-d60f98453780
99afaeb3-83aa-4811-99b7-3599d773e971,867b0c3b-0ba2-42b7-91ad-7b466fd49091,21cc5bc1-61d3-4d8c-aed6-6a010996d5ab
7819b2c9-afaa-4b81-84de-668808f3fa8e,46625b69-097e-44f6-a1a8-0d2958eed9e4,90a49599-f03f-4d70-8eac-80b91df0e951
54d6589d-8a27-4c68-a7d3-ad62f6514463,cc3e0b82-a621-4cc6-88f6-06da9b75e787,32cdf7d6-b91c-4f18-95c1-11a3ed3c469a
713b4f30-4577-4b90-bd0a-b13fffd3ef17,c6a8a316-1e0a-4e8b-b90f-cb65a838f3b1,90a49599-f03f-4d70-8eac-80b91df0e951
c16be0d8-545c-417a-abf1-054810dfdb98,c6a8a316-1e0a-4e8b-b90f-cb65a838f3b1,ad6e42b1-1bb7-4b5e-8d6c-10c6a63bca9a
669ca6ff-8c01-4d2a-a096-cbd3e42f45fe,0dbec2b3-aca9-42fc-887f-f5d2ab409348,32cdf7d6-b91c-4f18-95c1-11a3ed3c469a
a194dbfd-703c-4b27-8d2d-ec8cd8875fc9,0dbec2b3-aca9-42fc-887f-f5d2ab409348,62911dc4-2b13-43d4-8593-d60f98453780
36d9deb1-8de7-4336-a679-2ff89ea05c39,68bbe562-eff6-42ec-815b-51b6ed047563,32cdf7d6-b91c-4f18-95c1-11a3ed3c469a
88e3b7a0-4003-4711-8305-bb162ca7b2c9,68bbe562-eff6-42ec-815b-51b6ed047563,ad6e42b1-1bb7-4b5e-8d6c-10c6a63bca9a
9c4b8abe-e660-4931-94a9-d7498c859247,31589a1c-e533-4a55-a58e-ee060bc07f56,353f617c-7220-46c1-abf4-0b8696d8a805
35958e8b-cfe0-48ca-bd1e-b447ae8b9c46,9676ba48-07e6-4489-9100-1e740cf8ffa6,353f617c-7220-46c1-abf4-0b8696d8a805
cac643e4-15d0-45b2-a8d1-d608514202e0,94b5e3c6-868e-4513-b85e-c0fe6320f0fe,90a49599-f03f-4d70-8eac-80b91df0e951
49bcbd82-91b7-4adc-820f-218c26beeacf,94b5e3c6-868e-4513-b85e-c0fe6320f0fe,62911dc4-2b13-43d4-8593-d60f98453780
bfd3636b-05fb-4a33-9202-f6d4266bf3f3,c8f2f190-1e45-42e7-aa80-4ed8ae3e5800,90a49599-f03f-4d70-8eac-80b91df0e951
7139f94d-5d70-451f-af2f-b7964b09c785,c8f2f190-1e45-42e7-aa80-4ed8ae3e5800,353f617c-7220-46c1-abf4-0b8696d8a805
dd5985ae-350b-4bde-89cf-0d5e2764a126,3002748d-ae47-4706-b67a-e6226dee53f2,94884ca7-d298-487e-be65-4f2b05fbcbca
e288550d-ed57-4072-a58a-33bc29166909,3002748d-ae47-4706-b67a-e6226dee53f2,353f617c-7220-46c1-abf4-0b8696d8a805
f7c2fca1-c74e-4493-9173-94f7aab3d474,1e157c5b-01fc-4fbc-af26-396da9e8e4af,32cdf7d6-b91c-4f18-95c1-11a3ed3c469a
e2dc4f17-d426-4b21-8a32-f74165eff36c,e9d7b82b-a2f1-46ce-b74d-41a6f1724d63,ceee0880-88b4-4735-aaf9-fc308a818779
7cc1d8e0-bd50-4d18-9790-162771a4dea3,e9d7b82b-a2f1-46ce-b74d-41a6f1724d63,32cdf7d6-b91c-4f18-95c1-11a3ed3c469a
b5b83f1c-ff7b-460e-b41c-3d4a95626cd9,2d43b3a6-9008-44bc-85b7-18854a9b277f,94884ca7-d298-487e-be65-4f2b05fbcbca
df3a7469-5907-4a00-be36-a72e1aa9f02d,2d43b3a6-9008-44bc-85b7-18854a9b277f,ceee0880-88b4-4735-aaf9-fc308a818779
f67f94c2-f77a-4c87-b5b1-0c4ad57176c3,c46b1464-7ad1-42f0-8e64-0ff68d9f3962,353f617c-7220-46c1-abf4-0b8696d8a805
1fe2390c-d7d2-4f22-83aa-8eed3255fb33,c46b1464-7ad1-42f0-8e64-0ff68d9f3962,32cdf7d6-b91c-4f18-95c1-11a3ed3c469a
e982eddd-89c5-4489-9483-181c195bfafb,e151695b-78e2-4e8f-8d29-6d042f676a8e,94884ca7-d298-487e-be65-4f2b05fbcbca
79441198-7417-4522-a372-248981328ccb,e151695b-78e2-4e8f-8d29-6d042f676a8e,ad6e42b1-1bb7-4b5e-8d6c-10c6a63bca9a
42babd1d-2919-4bf4-bb1a-521bf9dee490,45865682-db36-4f41-85a0-65ea379cffe1,ad6e42b1-1bb7-4b5e-8d6c-10c6a63bca9a
8e31898d-7591-41ee-9ddc-eb4186bea7a8,45865682-db36-4f41-85a0-65ea379cffe1,ceee0880-88b4-4735-aaf9-fc308a818779
b6afc227-062b-4fc6-b906-92c49d14e0cc,a5360ca8-1094-4a12-9a62-730d95b55d25,94884ca7-d298-487e-be65-4f2b05fbcbca
8e5cd1be-c61b-48a6-a2f1-c6cb1048eec7,88a581f3-55e0-41ff-8726-8299f9d21d72,62911dc4-2b13-43d4-8593-d60f98453780
4191d20e-3f16-42ba-97dd-472327ff65c7,504b3691-4867-4068-959d-b79490206b5c,353f617c-7220-46c1-abf4-0b8696d8a805
40290029-2dbd-41e6-bd3a-1685ec5caff8,504b3691-4867-4068-959d-b79490206b5c,ceee0880-88b4-4735-aaf9-fc308a818779
